奇迹,miracle
各种,All kinds
窗户,window
罪犯,criminal
破,broken
呼叫,call
气,gas
仅仅,only
frank,frank
手术,surgery
leave,leave
说服,convince
john,john
死定了,Dead
清理,Clear up
big,big
宣布,Announce
启动,start up
能量,energy
分开,separate
车子,Car
室,room
ネ,Neko
加上,Plus
车上,Car
fnfangsong,fnfangsong
印象,impression
天空,sky
天气,the weather
小时候,Childhood
游泳,Swim
拜拜,Bye
滚开,Get out
大部分,most
stay,stay
教练,coach
に,Ni
哟,Yo
我用,I use
集,set
阿姨,Auntie
估计,estimate
科学,science
而言,For
乐意,willing
鼻子,nose
three,three
不錯,Pretty good
地区,area
塔,tower
杀害,kill
孤独,lonely
声,sound
拿来,Bring
寫,write
喝点,To drink
夏天,summer
十年,ten years
might,might
如今,now
某人,Someone
元,yuan
不像,Unlike
欧洲,Europe
船上,Aboard
ﻋ,ع
肚子,belly
大声,Loudly
手里,Hands
红色,red
婴儿,baby
旧,old
环境,surroundings
团队,team
神奇,magical
年纪,age
唉,Ugh
瞧瞧,Look
熊,Bear
kind,kind
年代,Decade
上学,go to school
大量,Numerous
快去,Go
伤心,sad
何时,when
别忘了,do not forget
紧急,urgent
布,cloth
暴力,violence
付出,Pay
尽量,As much as possible
太多,too much
伤,hurt
互相,each other
繼續,carry on
无论如何,anyway
空气,air
邻居,neighbor
dead,dead
某种,Some kind
想过,Thought
他人,others
规则,rule
我妈,my mother
being,being
司机,driver
好奇,curious
城,city
打破,break in
coming,coming
信仰,faith
ﻌ,ع
不可思议,Inconceivable
ﺔ,ة
付,pay
baby,baby
持续,continued
逃,escape
朝,towards
无所谓,Indifferent
协议,protocol
父親,father
假如,if
阁下,Your Mightiness
愿,willing
打赌,bet
城堡,castle
退后,Back
说不定,maybe
菜,dish
彻底,thorough
地图,map
牧师,Priest
墨西哥,Mexico
词,word
重复,repeat
犯人,Convict
我爸,My Father
妓,prostitute
运气,luck
不太,Unlikely
华文,Chinese
早晨,in the morning
girl,girl
幹什麼,What
house,house
fntahoma,fntahoma
一对,Pair
hell,hell
小孩子,child
money,money
相同,the same
isn,isn
裤子,pants
聊,chat
规矩,rule
到来,arrival
真棒,Awesome
逃走,escape
近,near
程序,program
发出,issue
趴下,Get down
白人,White man
本书,The book
中尉,Lieutenant
不肯,Refused
街上,On the street
託,Care
揍,beat
度,degree
給我,give me
own,own
伙,Partner
打架,fight
这太,This too
ﻭ,و
lot,lot
女王,queen
錯,wrong
救救,Save
三天,Three days
尽,Exhausted
午餐,lunch
则,then
看法,view
喝醉,Drunk
一支,A
enough,enough
权力,that power
也好,Ye
留言,leave a message
床,bed
脸上,His face
摧毁,destroy
全是,all
故意,deliberately
山,mountain
罗,Luo
打败,defeat
哪裡,where
hello,hello
背后,behind
人来,People
远离,keep away
狼,Wolf
毕竟,after all
警探,Detective
洗澡,Bathe
bad,bad
黑色,black
痷,E
便宜,Inexpensive
大多数,most
伪,False
行李,Baggage
别碰,Do not touch
毫无,There is no
线,line
一人,one person
蓝色,blue
浪漫,romantic
亲,Dear
起床,get up
很少,Seldom
大脑,brain
师父,Master
殿下,Your Highness
指控,Accusation
道理,reason
擦,rub
尖叫,Screech
爵士,Sir
冠军,champion
场,field
按照,according to
hear,hear
重点,Emphasis
教育,education
知不知道,do you know
一堆,pile
前往,Go
对待,treat
another,another
空,air
进展,progress
醒,wake
有所,Somewhat
ﻦ,ن
大叔,Uncle
仔细,careful
半,half
票,ticket
娜,Na
祝你好运,good luck
护士,nurse
一颗,A
既,Already
罗斯,Roth
摸,touch
战士,warrior
太空,Outer space
申请,Application
happened,happened
太久,For too long
勇气,courage
万岁,Long live
组,group
重,weight
left,left
委员会,Committee
强,Strong
付钱,Pay
面包,bread
不仅,not only
ﻘ,ق
关注,attention
不久,soon
看不见,Unseen
万一,just in case
熟悉,Familiar with
正如,Just like
笑话,joke
法,law
k,k
咯,Cough
经典,classic
一间,one
fucking,fucking
凭,Based on
fine,fine
remember,remember
wrong,wrong
抛弃,abandon
时光,Time
实验室,laboratory
掌握,grasp
英语,English
在意,care
管理,management
干活,To work
洞,hole
范围,range
李,Plum
低,low
集中,concentrated
遇见,meet
懂吗,You know.
做点,Do something
右,right
说出,Utter
艾伦,Alan
报道,Report
最高,highest
之外,Outside the
哪兒,where
表情,expression
警局,Police
用力,Exertion
ﻥ,ن
found,found
谎言,lie
回忆,Memories
传统,Tradition
放到,Put
move,move
都行,Will do
海洋,ocean
椅子,chair
欣赏,enjoy
五分钟,five minutes
舞会,prom
搜查,search
wanted,wanted
快要,About
小女孩,little girl
退出,drop out
看吧,Check it out
事业,cause
头上,Head
机器人,robot
绝不,no way
max,max
talking,talking
专业,profession
作用,effect
完毕,complete
王,king
增加,increase
不太好,not too good
隐藏,hide
诅咒,curse
随,Follow
一面,one side
思想,thought
项目,project
cause,cause
杂志,magazine
再見,Goodbye
达到,achieve
关掉,Turn off
罢了,Bale
father,father
不吃,Do not eat
部门,department
联邦,federal
坏人,Bad person
职业,Occupation
剑,sword
观察,Observed
格,grid
毕业,graduation
扂,Dian
阳光,sunlight
白色,white
岛,island
吐,threw up
想见,Want to see
有效,effective
做过,Done
实验,experiment
course,course
same,same
親愛的,Dear
心中,Hearts
忍受,endure
对此,In this regard
圣诞节,Christmas
nice,nice
罗伯特,Robert
试着,Try
作家,writer
罪,crime
出口,Export
感兴趣,Interested
f,f
区域,area
主演,Starring
else,else
愤怒,anger
抽烟,smokes
凯特,Kate
著名,famous
渴望,desire
乱,Disorderly
内心,heart
小组,group
挖,dig
understand,understand
将来,future
信心,confidence
を,Wo
michael,michael
事故,accident
next,next
fbi,fbi
玩具,toy
对手,opponent
带你去,Take you
抢劫,robbery
华盛顿,Washington
现金,cash
摆脱,get rid of
海,sea
变态,metamorphosis
在场,The presence
锁,lock
这座,This
细节,detail
抱怨,complain
部,unit
陌生人,stranger
秨,Zuo
为此,to this end
many,many
毛,hair
独自,alone
红,red
档案,file
一套,set
优秀,excellent
喊,call
美妙,wonderful
血液,blood
数据,data
内容,content
大师,Grandmaster
这张,This
随着,along with
混乱,confusion
聊天,to chat with
乖乖,Obediently
走路,walk
马丁,Martin
需,need
早点,Breakfast
伙伴,partner
し,Shi
有空,Free
came,came
指挥,command
态度,attitude
hi,hi
左,left
几次,several times
show,show
牛,Cattle
getting,getting
审判,Trial
媒体,media
这有,Here is
保安,Security
教会,church
即,which is
記得,remember
并非,Is not
工厂,factory
收集,collect
背,Rear
每年,Per year
赶,Rush
ask,ask
射击,shooting
ぱ,ぱ
ﻞ,ل
一根,A
过得,Nice
损失,loss
帮帮我,help me
王八蛋,Son of a bitch
法官大人,Your Honor
埋,Bury
杀掉,Kill
这条,This
wasn,wasn
鞋子,Shoe
事物,thing
死者,deceased
不止,more than
拖,drag
能否,Can
奴隶,slave
兒子,son
我現,I now
real,real
trying,trying
被捕,Under arrest
瞷,Jian
分析,analysis
微笑,smile
翴,Lian
looking,looking
jack,jack
俄罗斯,Russia
情人,lover
か,Ka
胡说,nonsense
市场,market
降落,landing
投降,surrender
定,set
交往,Intercourse
骑,ride
幻想,fantasy
首歌,The song
盒子,box
开火,Fire
那条,Piece of
算了吧,forget it
出事,Accident
悲伤,sad
进攻,attack
超,ultra
威廉,William
谈过,Talked to
经济,economic
聊聊,Talk
宁愿,would rather
try,try
鸡,Chicken
局,Office
两人,They
那晚,Night
葬礼,funeral
嫉妒,Jealous
芝加哥,Chicago
boy,boy
想干什么,I want to do
乖,be good
绝不会,Never
英尺,foot
演,play
蟿,Ji
男子,man
误会,misunderstanding
这话,These words
ﺭ,ر
清醒,wide awake
外套,coat
打个,Make a
不信,Do not believe
出色,outstanding
当心,Be careful
失陪,Excuse
稍微,a little
走进,Into
進來,Come in
毁灭,destroy
回头,Look back
thanks,thanks
五个,Five
工人,worker
举行,Hold
度过,Through
类似,similar
懂得,know
科学家,the scientist
支付,Pay
牛奶,milk
正要,Was about to
反,anti-
best,best
说好,agreed
mike,mike
ら,Ra
p,p
长得,Grow
搭档,partner
露西,Lucy
坚强,strong
鞋,shoe
mind,mind
语言,Language
感染,infection
歲,year old
规定,Provision
农场,farm
钻石,diamond
六,six
ﻓ,ف
常常,often
蛋,egg
生日快乐,happy Birthday
直升机,Helicopter
广告,advertising
其實,in fact
州,State
表达,expression
砍,cut
那裡,There
镇,town
說過,"He said,"
總,total
沙漠,desert
car,car
ﺒ,ب
完蛋,Finished
引擎,engine
口袋,pocket
愿望,desire
道路,the way
带我去,take me to
海滩,beach
文化,culture
总部,Headquarters
脑子,Brain
城里,City
慰,comfort
风,wind
黄金,gold
暗,dark
说法,statement
today,today
ﺳ,س
奥,Oh
み,Mi
耐心,patient
去死吧,go to hell
课,class
放过,Let go
解雇,Fire
期间,period
ﻛ,ك
伤口,wound
hold,hold
脱,Take off
投资,investment
此事,The matter
树,tree
描述,description
ﺬ,ذ
退休,retirement
长时间,Time
地下,underground
克斯,Alex
稍,a little
く,Ku
情況,Happening
代价,cost
欺骗,deceive
队伍,Contingent
咦,what
到时候,By the time
指望,Hope
烂,rotten
视频,video
也許,Maybe
不来,Not coming
踩,Tread
爹,father
一座,A
选手,Contestant
挑,pick
国际,International
留给,Left to
希特勒,Hitler
间谍,spy
真想,Really want to
程度,degree
用于,For
尊敬,respect
保重,Take care
一声,Sound
革命,revolution
搜索,search for
羅,Luo
教训,lesson
支援,support
莫,Mo
盖,cover
珍妮,Jenny
心理,psychological
care,care
真不错,really not bad
返回,return
设备,equipment
制服,uniform
同一个,the same one
っ,っ
左边,left
西班牙,Spain
拿出,Out
贱人,Slut
糖,sugar
most,most
承受,bear
少校,Major
決定,Decide
擅长,Good at
復,complex
千万,Ten million
裙子,skirt
listen,listen
非洲,Africa
基本,Basic
煮,cook
我來,I come
女友,Girlfriend
y,y
见见,Meet
と,と
说完,Finished
传说,legend
冒,Risk
也就是说,That
la,la
du,du
哈哈,Haha
斯特,Manchester
son,son
一路,All the way
迷人,charming
很酷,Cool
だ,Da
dad,dad
亚,Asia
非法,illegal
ä,ä
屋子,room
女兒,daughter
搞错,Wrong
作战,Fight
他媽,His mother
情绪,mood
那会,That would
然,However
工具,tool
手臂,Arm
結束,End
皮肤,skin
真心,sincere
害死,Kill
起诉,Sue
做个,To be
骂,curse
五年,Five years
建筑,building
together,together
head,head
多次,repeatedly
全国,Nationwide
流血,bleed
混,mix
指挥官,commander
合法,legitimate
驾驶,drive
没想,Thought
史蒂夫,Steve
麦,wheat
接电话,Answer the phone
我见,I see
检察官,Prosecutor
转移,Metastasis
不管怎样,one way or another
相处,get along
friend,friend
一切都是,Everything
原本,original
um,um
共同,common
ﻚ,ك
不要紧,Never mind
威士忌,Whiskey
烟,smoke
妈咪,Mummy
ﻜ,ك
live,live
點,point
网络,The internet
儿童,child
之内,within
修,repair
蛇,snake
后期,Later period
太晚,Too late
年龄,age
楼下,downstairs
员工,Employee
科,Family
尼,Nepal
避免,avoid
肯,Willing
吵架,quarrel
效果,effect
歌手,singer
一刻,Moment
活下去,To live
砸,Smash
美味,delicious
滚出去,Get out
huh,huh
saw,saw
神圣,sacred
运行,run
das,das
双手,Hands
交,cross
有着,have
那邊,there
mother,mother
還好,"Fortunately,"
family,family
刚好,just
撤退,retreat
miss,miss
托尼,Tony
赚钱,Make money
聽著,listen
地面,ground
男生,Schoolboy
七,Seven
處,Office
whole,whole
最佳,optimal
出门,Go out
想来,Want to come
尴尬,awkward
当成,Regard
手中,Hands
等一等,Wait a minute
假设,Hypothesis
鲍勃,Bob
莎,Sha
男友,Boyfriend
seen,seen
艰难,difficult
公开,public
我怕,I'm afraid
布朗,Brown
大事,event
全球,global
这么久,so long
蔚,Luxuriant
那次,That
men,men
装置,Equipment
签名,signature
外星人,Alien
商店,store
沒什麼,It's nothing
部落,tribe
dna,dna
反抗,Revolt
第二次,the second time
克莱尔,Clare
琵,lute
联盟,alliance
р,р
硬,hard
蠢,stupid
乐趣,pleasure
稳定,stable
姐妹,sisters
恋爱,in love
屎,feces
经理,manager
掩护,cover
取得,Obtain
女子,woman
玻璃,glass
眼前,Present
身,body
惊人,amazing
师傅,master
ﺴ,س
機會,opportunity
猴子,monkey
害,harm
went,went
陷入,Fall into
高興,happy
yourself,yourself
良好,good
打击,Blow
药物,drug
内部,internal
指示,Instruction
亚当,Adam
打扮,dress up
大街,Avenue
過去,past
よ,Yo
杯,cup
尔,Seoul
礼貌,courtesy
第三,third
德国人,German
は,Wa
run,run
诶,Eh
peter,peter
dean,dean
保险,Insurance
走出,Out
wouldn,wouldn
地下室,basement
各,each
小镇,Town
佬,guy
最新,up to date
伊,Iraq
加州,California
大麻,marijuana
手段,means
更糟,Worse
泰勒,Taylor
苏联,Soviet Union
killed,killed
你们好,Hello
everyone,everyone
knew,knew
警察局,Police department
偷走,Stolen
风险,risk
取,take
星星,star
主席,Chairman
jane,jane
酷,Cool
david,david
一趟,Trip
趁,take advantage of
wanna,wanna
without,without
妮,Ni
没人会,No one will
关门,close the door
话题,topic
改,change
片名,Title
型,type
morning,morning
下班,Commute
区别,the difference
议员,Member
丢下,Throw down
整理,sort out
时期,period
老人,Old people
楼,floor
眼神,Eyes
电梯,elevator
小说,Fiction
ready,ready
签,sign
新娘,bride
仪式,ceremony
魅力,charm
领导,leadership
处于,In
公里,Kilometer
大楼,Building
g,g
爱人,Sweetheart
形成,form
右边,right
称为,Called
礼拜,worship
sheldon,sheldon
为止,until
圣,Saint
称,Call
发明,invention
辦法,Method
老妈,Mother
ﺣ,ح
儿,child
几分钟,A few minutes
already,already
小家伙,brat
独立,independent
確定,determine
确信,Confident
指纹,fingerprint
坐牢,Imprisonment
job,job
打来,Call
兔子,rabbit
至于,As for
地板,floor
额,amount
卡特,Carter
期望,expect
好孩子,Good boy
海军,navy
对象,Objects
凯文,Kevin
追求,pursue
东京,Tokyo
镜头,Shot
平常,usually
交换,exchange
一整天,All day
hard,hard
肮脏,dirty
end,end
监控,monitor
で,で
这辈子,this life
甩,Fling
救护车,ambulance
一口,Readily
采访,Interview
角度,angle
部长,minister
做梦,dream
woman,woman
咱,we
商量,discuss
gone,gone
happy,happy
快速,fast
x,x
回家吧,go home
open,open
财产,property
很长,very long
森,Forest
只好,Have to
饼干,Biscuit
無法,Unable
舞台,stage
名叫,Named
几点,Some
pretty,pretty
房,room
舞,dance
有罪,guilty
浪费时间,waste time
丹,Red
灯,light
瑞克,Rick
同一,same
保佑,bless
对抗,confrontation
性命,life
used,used
强奸,rape
试试看,Try
饮料,Drink
癬,Ringworm
成熟,mature
人质,hostage
浴室,bathroom
idea,idea
陷阱,trap
took,took
荣誉,honor
当中,among
once,once
一本,One
敬,Respectfully
笨,stupid
具有,have
射,Shoot
类型,Types of
顿,pause
在于,That
本人,Myself
room,room
空中,Air
咋,How
小偷,Thief
牌,brand
隻,only
归,Return
白天,day
下雨,rain
姓,name
正义,justice
可笑,ridiculous
式,formula
還,also
当地,local
今日,today
艺术家,artist
joe,joe
情,situation
托,Care
heard,heard
called,called
货,goods
中央,central
观点,View
贾,Jia
ま,Ma
侦探,detective
卧室,bedroom
袋子,bag
风格,style
修好,Repaired
资格,qualifications
宗教,religion
今早,This morning
老朋友,Old friends
某,certain
之下,under
起飞,take off
判断,judgment
guess,guess
荒谬,absurd
尼斯,Nice
俄国,Russia
圣经,Bible
保留,Retention
汤米,Tommy
gotta,gotta
е,е
祝福,blessing
毛病,Fault
知,know
受够了,enough
就行,On the line
大不了,Big deal
绳子,rope
借口,Excuse
维持,maintain
寂寞,lonely
女巫,Witch
bring,bring
泡,bubble
use,use
超人,Superman
后果,as a result of
我试,I tried
总会,Federation
绑,tie
饭,rice
罗杰,Roger
槍,gun
开口,Opening
慢点,slower
说些,Say something
軍,military
帝国,empire
竞选,Run for
表明,show
市长,mayor
提起,Mention
门口,Doorway
屋里,House
将要,will
美國,United States
一项,Item
古老,ancient
ﾇ,Numara
功夫,effort
温柔,tender
想不到,Unexpected
战场,battlefield
回报,Return
结局,ending
抓到,Caught
gbk,gbk
支票,check
座位,seat
不仅仅,Not only
投,cast
face,face
actually,actually
情感,emotion
有种,Kind of
start,start
雖然,although
卫星,satellite
提前,in advance
下降,decline
建造,put up
大海,Sea
柏林,Berlin
搞笑,Funny
协助,assist
ist,ist
吃掉,Eat
中士,Sgt.
れ,Made me cry
短,short
下周,next week
我本,I had
一架,One
哪来,But where
修女,nun
这部,This
夫妇,Husband and wife
吸,Suck
证实,Confirm
致命,fatal
新鲜,fresh
疾病,disease
温暖,warm
苹果,apple
连接,connection
当初,Originally
月亮,moon
保密,Secrecy
平静,calm
可能性,possibility
骑士,knight
fnfzzongyi,fnfzzongyi
基本上,basically
ain,ain
整晚,Night
演奏,Playing
days,days
anyone,anyone
四处,around
while,while
歡迎,welcome
一瓶,Bottle
玩意儿,thing
出卖,sell
针对,against
lost,lost
both,both
成长,growing up
蠢货,idiot
老头,The old man
本身,itself
king,king
james,james
每個,Each
不愿,Unwilling
就是说,that is
理想,ideal
yet,yet
适应,adapt
噩梦,Nightmare
棒极了,Excellent
瞎,blind
牙齿,tooth
宋体,Times New Roman
烤,grilled
自豪,pride
天天,day by day
繫,system
第二天,the next day
提议,proposal
念,Idea
重大,major
托马斯,Thomas
走运,Lucky
三明治,sandwich
進去,Go
消灭,wipe out
卡拉,Kara
忠诚,loyalty
应付,Handle
屋顶,roof
试,test
當時,then
基,base
ah,ah
敲,knock
第二个,the second
钱包,wallet
这样的话,In this case
查尔斯,Charles
few,few
de,de
文章,article
mom,mom
理查德,Richard
养,support
飞船,spaceship
saying,saying
尼尔,Neal
迷路,get lost
这片,this piece
注意力,attention
那種,Kind of
上课,Attend class
有什麼,have what
圣诞,Christmas
不安,disturbed
偶尔,occasionally
关上,close
相反,in contrast
hand,hand
塞,Stopper
自信,confidence
臭小子,Brats
丁,Ding
这下,This time
挡,block
乘客,passenger
请原谅,please forgive
费,fee
炒,fry
大臣,Chancellor
植物,plant
這次,this time
飞行员,pilot
我敢,I dare
皇后,Empress
春天,spring
香槟,Champagne
撒,spread
录像,Recording
智慧,wisdom
heart,heart
克拉克,Clark
祝贺,congratulate
夢,dream
诚实,honest
强烈,strong
皮,skin
tom,tom
坦白,frank
杰西,Jesse
歌曲,song
深,deep
小鬼,Imp
看好,Optimistic about
成為,become
ㄛ,ㄛ
我俩,Us
全身,whole body
解开,Untie
崩溃,collapse
爱丽丝,Alice
und,und
向前,forward
有权,The right to
午饭,lunch
毁掉,Destroyed
出租车,taxi
丹尼尔,Daniel
善良,Kind-hearted
莉,Li
冬天,winter
散步,Take a walk
欧,Europe
屁,fart
网站,website
う,U
标准,standard
报,Report
这句,Sentence
闻到,smell
turn,turn
别闹,Knock
敏感,sensitive
脱掉,Take off
ㄇ,Mo
辞职,resignation
投入,Put in
交谈,chat
leonard,leonard
安慰,comfort
欺负,bully
绿色,green
坏事,bad thing
還在,Also
そ,そ
還要,Also
飯,rice
until,until
走走,Walk
走廊,corridor
小小的,Tiny
沙发,sofa
龙,Long
拥抱,embrace
慢,slow
結婚,marry
同情,sympathy
楼梯,stairs
争取,Fight
机构,mechanism
提高,improve
奇,odd
中情局,CIA
brother,brother
产品,product
完整,complete
周,week
当作,As
男性,male
杂种,Hybrids
淘汰,Eliminate
拍照,Photograph
花园,garden
热情,enthusiasm
雇,hire
ﻢ,م
企业,enterprise
ǐ,ǐ
斕,Variegate
壞,Bad
打断,interrupt
谢谢你们,thank you all
跟上,Keep up
事要,Things to
菲尔,Phil
玫瑰,rose
寄,send
从前,In the past
叛徒,traitor
ノ,Techno
隐瞒,hide
舞蹈,dance
段,segment
磅,lb
明早,Tomorrow morning
皮特,Pete
布莱恩,Brian
雪,snow
一顿,Meal
很久以前,"long, long ago"
晓得,know
烦,bother
倆,both
以上,the above
杰瑞,Jerry
が,Ga
尝尝,Try
自私,selfish
天赋,talent
批准,Approve
炸,Fry
局长,Secretary
八,Eight
校长,principal
莫斯科,Moscow
姆,Governess
感謝,thank
嘲笑,fling in teeth
波,wave
囚犯,prisoner
被告,defendant
配合,Coordinate
认得,Recognize
开除,Fire
watch,watch
打仗,fight
少女,Maiden
翻,turn
三次,three times
阿门,Amen
ﻬ,ه
岛上,The island
仅,only
倒霉,Have bad luck
发表,Publish
眼镜,glasses
き,Ki
甚么,what
封信,The letter
ﺤ,ح
坦克,tank
high,high
激情,Enthusiasm
餐馆,restaurant
tonight,tonight
骗人,Deceive
复仇,revenge
洗手间,Toilets
海伦,Helen
神经,nerve
如同,as
统治,rule
第一天,first day
影片,film
职责,Responsibility
ago,ago
商业,business
何不,Why
衬衫,shirt
午夜,midnight
一眼,One
迪,Di
胳膊,arm
癌症,cancer
学到,Acquire
year,year
考试,examination
保存,save
邮件,mail
它們,they
matter,matter
老子,Father
遵守,comply with
ó,ó
切,cut
文明,civilization
那兒,there
军人,soldier
同伴,companion
带给,Bring
要不然,otherwise
打倒,Down
集团,group
舰长,captain
合同,contract
片,sheet
玛,Ma
绝望,despair
墙,wall
鸡蛋,egg
法语,French
礛,[Mu] M
paul,paul
couldn,couldn
遭到,Suffer
改變,change
艾米,Amy
孤单,alone
很久,long time
also,also
护照,passport
隔壁,next door
逃避,escape
安迪,Andy
十分钟,ten minutes
镇上,Town
树林,forest
相关,Related
发动,launch
迪克,Dick
入侵,Invade
记,Remember
door,door
极了,Extremely
暴露,Expose
び,び
内裤,Underpants
纳粹,Nazi
haven,haven
利益,interest
单身,single
自动,automatic
人能,One can
甜蜜,sweet
报复,revenge
case,case
成就,achievement
charlie,charlie
猜猜,Guess
画面,Picture
不得,Must not
卷,volume
巨人,giant
since,since
扮演,Act
断,Break
麻煩,trouble
头脑,mind
meet,meet
麼,What
报仇,revenge
保姆,Nurse
吓坏,Terrified
TRUE,TRUE
人才,Talented person
大门,door
巴,-bar
拜访,visit
好点,Good point
分子,molecular
冒犯,offend
遭遇,encounter
有过,Had
幫助,help
一向,Has always been
瘋,Crazy
时机,opportunity
such,such
陪审团,jury
会长,President
注射,injection
啰,Hello
ted,ted
利,Profit
母親,mother
汤,soup
作出,Make
alone,alone
這邊,This side
der,der
喝杯,A cup of
危机,crisis
心灵,soul
下手,Start
腔,Chamber
five,five
ytet,ytet
給,give
段时间,period of time
总有一天,Someday
friends,friends
市,city
洛克,Locke
迅速,rapid
史密斯,Smith
雨,rain
hope,hope
两周,Two weeks
death,death
古怪,eccentric
老是,always
一头,One
退,Retreat
戏,play
系,system
营地,Campsite
冰,ice
否认,deny
诗,poetry
有件事,One thing
哪怕,Even
alex,alex
冷静下来,clam down
联合,joint
这家,this home
扯,pull
玩得,Have
唱片,record
再来,Again
part,part
遵命,Obeyed
材料,material
旅程,journey
千万别,Do not
安东尼,Anthony
平时,usually
瞒,conceal
出于,Due to
捉,catch
六个,Six
代替,instead
sie,sie
ﺟ,ج
蟽,Da
占,Take up
薇,Wei
助理,assistant Manager
開心,Happy
度假,Holiday
小狗,puppy
店里,Shop
手枪,pistol
problem,problem
满,full
对话,dialogue
那件事,that matter
曼,Man
米奇,Mickey
ﻗ,ق
chinese,chinese
电话号码,telephone number
無,no
別人,other people
em,em
无线电,radio
一号,One
会见,meet
镜子,mirror
那就好,That's good
跟我走,Come with me
拉斯,Las
looks,looks
罪行,offense
报导,Reports
高度,height
街道,street
公民,citizen
妇女,Women
myself,myself
汉堡,Hamburger
抵达,arrival
damn,damn
fight,fight
ا,ا
应,should
working,working
蛤,clam
日期,date
队员,Team member
冰箱,refrigerator
回应,Responded
狗屁,Shit
顾客,customer
要不是,Had
nicht,nicht
丹尼斯,Dennis
侮辱,insult
約,approximately
wants,wants
演讲,Speech
圈,ring
野兽,Wild beast
henry,henry
很小,Small
这一,This
恐怖分子,terrorist
bit,bit
航班,flight
上周,Last week
結果,result
生产,produce
凌晨,Before dawn
装备,equipment
人們,people
難道,Is
弗,Eph.
底下,under
翅膀,wing
痕迹,trace
灾难,disaster
一首,a
参议员,senator
发疯,go Ape
剧本,script
市民,Citizen
具体,specific
地盘,Domain
天生,Born
道德,moral
僵尸,Zombies
好久,For a long time
钩,hook
棒球,baseball
上帝保佑,God bless
远点,Further
一家人,family
海盗,pirate
实话,truth
有何,What
快到,Coming
さ,Connecticut
那有,there is
符合,meets the
开会,Meetings
稍后,Later
爸妈,Mom and Dad
丝,wire
体内,in vivo
违反,violation
网上,Online
骨头,bone
合理,reasonable
饭店,restaurant
不是故意,Not on purpose
eyes,eyes
菲利普,Philip
幸会,Nice to meet you
烦恼,upset
当年,then
广场,square
害羞,shy
但愿,If only
伯爵,count
醉,drunk
据说,It is said
phone,phone
墙上,Wall
他杀,Homicide
前辈,senior
以外,outside
有個,is having a
铁路,railway
種,Kind
地位,status
求婚,propose
般的,ish
对面,opposite
路易斯,Louis
ben,ben
高级,advanced
牛仔,cowboy
才行,The job
瞭解,To understanding
用不着,Do not need
比如说,"For example,"
says,says
w,w
不住,Could not
谢天谢地,Thank goodness
不怎么,not very
法院,Court
u,u
六个月,Six months
肌肉,muscle
惨,awful
却是,but it is
哈罗,Harrow
台,station
公众,public
敢肯定,'M sure
轮到,Turn
插,Insert
刺,thorn
洛,Rockwell
看來,It seems
舌头,tongue
村子,Village
背景,background
警卫,Security guard
秘书,secretary
送来,Sent
车站,station
唐,Tang Dynasty
不对劲,Wrong
为啥,Why
夫,husband
林,forest
别想,Do not try
呦,Yo
闻,smell
鬼魂,ghost
本事,ability
知识,Know how
奶酪,cheese
员,member
模特,Model
肖恩,Shawn
形式,form
公路,highway
后退,Retreat
心跳,Heartbeat
水平,Level
包围,Surround
瞄准,aim
流行,popular
零,zero
夺走,Take away
修理,repair
韩国,Korea
change,change
肩膀,shoulder
强壮,strong
半个,Half
全新,brand new
ゴ,Oligo
表面,surface
一致,Consistency
新来,New coming
居民,Resident
联邦调查局,FBI
主任,director
布鲁斯,Bruce
中午,noon
皇帝,emperor
得了吧,Come on
選擇,select
war,war
谓,Call
残忍,cruel
kid,kid
厌倦,Weary
可不可以,Can
爆,burst
哭泣,cry
传,pass
九,nine
屋,house
难以,difficult
賣,Sell
相机,camera
剛才,Just now
来源,source
我給,I give
play,play
波特,Potter
熟,Ripe
沒關,Not closed
机,machine
卖掉,Sell
特別,especially
不论,whether
手套,gloves
操作,operating
蒂,Stem
幾個,several
神经病,Neuropathy
通话,call
悲剧,tragedy
嫌犯,Suspects
超越,Transcend
忘掉,forget
达成,Accomplish
傻子,fool
胖子,Fatty
艾迪,Addison
隧道,tunnel
绅士,gentleman
强迫,force
祇,only
adam,adam
访问,access
房間,room
只想,Just
面具,mask
口,mouth
西蒙,Simon
斯科特,Scott
医疗,Medical
困扰,Obsession
角落,corner
each,each
蛮,quite
做生意,Business
胸部,chest
单位,unit
人群,crowd
注定,Doomed
学院,Institute
莉莉,Lily
hmm,hmm
形象,Image
最棒,Best
penny,penny
南方,south
ﺖ,ت
point,point
這件,this
金钱,money
法兰克,Frank
专门,specialized
好莱坞,Hollywood
under,under
失控,out of control
艘,Ships
變成,become
所知,Know
技巧,skill
性交,sexual intercourse
深刻,profound
把门,The door
转身,Turn round
集合,set
小丑,clown
上升,rise
寻求,seek
tomorrow,tomorrow
解除,Remove
一道,One
knows,knows
称呼,call
加拿大,Canada
爱上,Fall in love
爆发,break out
丽莎,Lisa
没人能,No one can
晚饭,dinner
成立,Set up
中圆简,Jane in a circle
准确,accurate
逃脱,Escape
掌控,Control
四年,Four years
落,drop
被困,Trapped
比起,Compared to
its,its
风暴,storm
燃烧,combustion
卑鄙,mean
太大,Too
一员,One
thinking,thinking
参观,Visit
一副,One
限制,limit
り,Ri
穿越,Pass through
闭上,Shut
主管,In charge
认出,recognize
內,Inside
萬,Ten thousand
梅,plum
da,da
製,system
短信,SMS
sarah,sarah
难受,Uncomfortable
星,star
